ward_id,latitude,longitude
120101,27.27571602486607,86.27513357427611
120102,27.26199245823756,86.2359410150382
120103,27.30083103911144,86.27582685613716
120104,27.310806327178568,86.34517755960299
120105,27.2935676177251,86.3278596554436
120106,27.33262996812065,86.28901132516738
120107,27.32250084140985,86.31429093868192
120108,27.362589431309747,86.31276338093656
120109,27.34834738051671,86.33432683670154
120110,27.34445443001756,86.26993568388367
120201,27.329494956501787,86.66278462464649
120202,27.30823340011726,86.65726700913653
120203,27.288860307482206,86.64292070364456
120204,27.322536237987585,86.59529334898599
120205,27.318795841883432,86.62043836611399
120206,27.26754194125245,86.61427499328998
120207,27.34785370485069,86.55711685794373
120208,27.299147016769396,86.57704343585326
120301,27.4530350425158,86.28094019859734
120302,27.424126601017853,86.31529684333397
120303,27.458380117072,86.32004023529522
120304,27.480637480663244,86.33106636342927
120305,27.4426095144468,86.34789746660836
120306,27.40563778345524,86.3644321922409
120307,27.502741908534507,86.35277426894778
120308,27.48904949192912,86.38966503592687
120309,27.449587513845795,86.41631337159102
120401,27.321814828281475,86.24118190006952
120402,27.342193134726404,86.23443919387803
120403,27.36172609377541,86.2402019801413
120404,27.383590267498874,86.23278150560152
120405,27.372234068659388,86.27388585934442
120406,27.395695162913245,86.24830376853382
120407,27.387642857195765,86.2775060773381
120408,27.40607111956636,86.27121526172446
120409,27.408584704136413,86.29811157480702
120501,27.241354927344457,86.53835514106575
120502,27.221427197457743,86.52028620818268
120503,27.20802437496258,86.49434332877279
120504,27.252168125714785,86.48466986862151
120505,27.21050739895873,86.46068104648612
120506,27.17369614235492,86.44275454100654
120507,27.18987515535276,86.40805894747953
120508,27.212936785548987,86.41263770373764
120509,27.236110914316345,86.436066357597
120601,27.323257295238022,86.45710968924303
120602,27.34268840616824,86.46227523529332
120603,27.359244569188093,86.39895024725577
120604,27.33964935667669,86.40879863451644
120605,27.37027630672011,86.42440088514044
120606,27.37663108777239,86.382175228972
120607,27.403529277883173,86.42828545881443
120608,27.37592437735922,86.4646599422784
120701,27.24189055054829,86.58665612111074
120702,27.266242705724984,86.55957291090324
120703,27.285250356545436,86.52683876253118
120704,27.29698493612276,86.55087222050274
120705,27.34024280002069,86.5331736155671
120706,27.40941934677372,86.48412241467805
120707,27.36215047461172,86.50106128246611
120708,27.28578459733156,86.49318510833616
120709,27.305520968774807,86.47156859789325
120710,27.277874221125334,86.45948130225848
120711,27.31902060286424,86.50727563034818
120712,27.318904437431332,86.49337487455189
120801,27.227990456036117,86.34854870321224
120802,27.25830825641195,86.3121682429666
120803,27.259472367537835,86.36227030176754
120804,27.218730931282767,86.37869673095325
120805,27.289747149493486,86.37284084264698
120806,27.25977453651489,86.4045886429555
120807,27.284532117021808,86.41382757872428
120808,27.29129825980341,86.43451347121213
120809,27.32594183312439,86.37835210850444
120810,27.310920336916304,86.41837527482745
200101,27.053432522428665,86.12760222071691
200102,27.0628801115839,86.08262346609595
200103,27.020037485185995,86.10639575585067
200104,27.03415287675018,86.17104959907358
200105,27.028195516141253,86.22221819426149
200106,26.99465706521452,86.19055256832165
200107,26.982312644407443,86.32482125742759
200108,26.993022220795535,86.30130751868187
200109,26.969162336241748,86.2819896203952
200110,27.00112132253001,86.26201326007875
200111,26.96139460680407,86.24551097754922
200112,27.096505604096038,86.2539374865596
200113,27.06014400125493,86.27898296064095
200114,27.039411025131574,86.3397015722908
200201,27.317143141242948,85.85740839257696
200202,27.34380100801522,85.8120518118163
200203,27.33737516314633,85.77613073536753
200204,27.363254162012723,85.74780130814733
200205,27.365246538123547,85.71610945407508
200301,27.22456353596382,86.15623074002636
200302,27.23816666964015,86.10358333619142
200303,27.26269151865499,86.07002075407345
200304,27.22224585101584,86.0571321530526
200305,27.275383480311305,85.98954260253096
200306,27.28030654685655,86.03040045458022
200307,27.31770903959101,85.98965414653144
200401,27.333516796196854,85.48664904547918
200402,27.21703874082806,85.51167214069005
200403,27.291396878126356,85.4903177338914
200404,27.255468728121585,85.54617182219977
200405,27.297298148189764,85.57253587807777
200406,27.16355105123218,85.52705416558211
200407,27.17624832406999,85.61756541244235
200408,27.199480206641255,85.57536329153247
200501,27.23703795004068,85.82783457637548
200502,27.28625332334476,85.91565653231376
200503,27.300637986072623,85.95760934795636
200504,27.245586259492736,85.91865049135741
200505,27.20912950182801,85.89156268968529
200506,27.21810787313427,85.92183025158249
200507,27.218732836286552,85.95813517738968
200508,27.16217519232715,85.8822918699708
200509,27.08782854177698,85.97165350443626
200510,27.1251748905379,85.97914096497183
